Phage ,Treatment,Competitor,Temp,Time,Rep,Batch,DNA_conc,Fold_change_DNAconc_to_zero,Rel_DNA_to_singlephage,,,P,L,14
phage14,phage14,No_competitor,37,4,5,3,160.0044233,2258.820061,,,,,,
phage14,phage14,No_competitor,37,4,6,3,279.8544032,3950.770404,,,,,,
phage14,phage14,No_competitor,40,4,1,1,199.7372485,2819.737696,,,,,,
phage14,phage14,No_competitor,40,4,2,1,213.9659674,3020.607865,,,,,,
phage14,phage14,No_competitor,40,4,3,2,234.9373195,3316.665373,,,,,,
phage14,phage14,No_competitor,40,4,4,2,174.9756801,2470.172813,,,,,,
phage14,phage14,No_competitor,40,4,5,3,132.4953778,1870.468398,,,,,,
phage14,phage14,No_competitor,40,4,6,3,153.2013747,2162.779824,,,,,,
phage14,phage14,No_competitor,42,4,1,1,4.599428218,64.93120949,,,,,,
phage14,phage14,No_competitor,42,4,2,1,1.71894211,24.26670989,,,,,,
phage14,phage14,No_competitor,42,4,3,2,1.072701009,15.14357234,,,,,,
phage14,phage14,No_competitor,42,4,4,2,1.169092691,16.50435637,,,,,,
phage14,phage14,No_competitor,42,4,5,3,1.263970994,17.84377568,,,,,,
phage14,phage14,No_competitor,42,4,6,3,1.322791568,18.67415956,,,,,,
phage14,phage14,No_competitor,37,5,1,1,169.1234406,2387.555372,0.530837869,,,,,
phage14,phage14,No_competitor,37,5,2,1,181.4902808,2562.140963,0.569654411,,,,,
phage14,phage14,No_competitor,37,5,3,2,510.7455882,7210.315546,1.603107758,,,,,
phage14,phage14,No_competitor,37,5,4,2,514.6953601,7266.075404,1.615505143,,,,,
phage14,phage14,No_competitor,37,5,5,3,279.7260387,3948.958252,0.877992866,,,,,
phage14,phage14,No_competitor,37,5,6,3,255.8022869,3611.221024,0.802901954,,,,,
phage14,phage14,No_competitor,40,5,1,1,146.4386161,2067.308371,0.758808053,,,,,
phage14,phage14,No_competitor,40,5,2,1,147.5705611,2083.288305,0.764673507,,,,,
phage14,phage14,No_competitor,40,5,3,2,278.2252433,3927.771171,1.441693186,,,,,
phage14,phage14,No_competitor,40,5,4,2,222.5613234,3141.950527,1.153256763,,,,,
phage14,phage14,No_competitor,40,5,5,3,172.1371238,2430.100246,0.891971252,,,,,
phage14,phage14,No_competitor,40,5,6,3,190.9774808,2696.073996,0.98959724,,,,,
phage14,phage14,No_competitor,42,5,1,1,5.886434618,83.10018141,2.039504277,,,,,
phage14,phage14,No_competitor,42,5,2,1,3.220322471,45.46204943,1.115762236,,,,,
phage14,phage14,No_competitor,42,5,3,2,1.139933703,16.09271209,0.394958887,,,,,
phage14,phage14,No_competitor,42,5,4,2,2.692464076,38.01014836,0.932872334,,,,,
phage14,phage14,No_competitor,42,5,5,3,1.995162526,28.16617844,0.691274561,,,,,
phage14,phage14,No_competitor,42,5,6,3,2.382933714,33.64043547,0.825627705,,,,,
